atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,commits_count,contributors_count,defective,dpt_count,etp_count,filepath,highest_experience,loc_count,median_hunks_count,minor_contributors_count,nbeh_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpp_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nmo_count,nnnv_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,nscm_count,nsh_count,ntkn_count,ntnn_count,ntnn_count_relative,nts_count,ntun_count,ntun_count_relative,ntvr_count,nun_count,nun_count_relative,release_date,release_end,release_start,repo,total_added_loc,total_removed_loc,apls_count,niu_count,npl_count,npnn_count,npnn_count_relative,npun_count,npun_count_relative,npvr_count,nrgv_count,nrl_count,nrvr_count,nvr_count
3.0,1.0,0.33,0.0,0.0,0.0,0.0,no,1.0,2.58,playbooks/openshift/stop-cluster.yml,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
3.0,5.0,0.19,0.0,0.0,1.0,1.0,no,3.0,5.33,playbooks/openshift/gcp/provision.yml,0.05,27.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,66.0,1.0,0.25,4.0,3.0,0.75,2.0,5.0,1.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,1.0,1.0,7.0,0.0,4.0,3.0,0.75,1.0,0.25,0.0,0.0,1.0,0.0,0.0
14.0,1.0,0.04,1.0,0.04,0.0,0.0,no,3.0,5.24,playbooks/openshift/openstack/cinder-registry.yml,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,65.0,0.0,0.0,1.0,1.0,1.0,7.0,2.0,1.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,0.0,0.0,13.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4.0,5.0,0.28,0.0,0.0,0.0,0.0,no,2.0,3.44,archive/roles/cicd/handlers/main.yml,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,5.0,5.0,1.0,0.0,9.0,1.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
,0.0,0.0,0.0,0.0,0.0,0.0,no,2.0,1.92,archive/playbooks/registry/byo.yml,0.0,3.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,,,,,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,,,,,,0.0,0.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,4.0,0.17,3.0,0.12,0.0,0.0,no,3.0,5.21,playbooks/openshift/openstack/post-provision.yml,0.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,61.0,4.0,0.8,5.0,1.0,0.2,7.0,1.0,1.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,0.0,0.0,6.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2.0,5.0,0.71,7.0,1.0,0.0,0.0,no,1.0,2.9,roles/requirements.yml,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
6.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.0,4.25,roles/openshift-management/tasks/prune-deployments.yml,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
6.0,9.0,0.12,0.0,0.0,1.0,1.0,no,2.0,6.13,playbooks/openshift/openstack/dns-records.yml,0.1,75.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.25,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,3.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,9.0,9.0,1.0,12.0,9.0,1.0,2018-06-20 10:00:29-06:00,540237bb0783112c3fc666338c297c3454cf01eb,ae249e605f3fa42b356118e3d0a49aaa1b8fbc20,redhat-cop/casl-ansible,2.0,2.0,,,,,,,,,,,,
7.0,3.0,0.17,0.0,0.0,1.0,1.0,yes,2.0,5.57,roles/openshift-replicas-ready/tasks/main.yml,11.87,18.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,3.0,3.0,1.0,7.0,3.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,22.0,0.0,,,,,,,,,,,,
2.0,1.0,0.17,0.0,0.0,0.0,0.0,no,1.0,3.58,archive/roles/cicd-common/defaults/main.yml,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.67,6.0,,,,0.0,0.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
4.0,8.0,0.29,0.0,0.0,0.0,0.0,no,2.0,5.62,roles/openshift-management/tasks/main.yml,0.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,112.0,4.0,0.5,8.0,4.0,0.5,9.0,4.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
20.0,0.0,0.0,0.0,0.0,0.0,0.0,no,3.0,4.37,roles/manage-aws-infra/tasks/manage-cf-stack.yml,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,16.0,1.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
4.0,5.0,0.09,10.0,0.18,0.0,0.0,no,3.0,5.01,playbooks/openshift/pre-install.yml,0.0,57.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,96.0,12.0,1.0,12.0,0.0,0.0,8.0,6.0,0.67,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,19.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,5.0,0.17,0.0,0.0,0.0,0.0,no,2.0,5.04,archive/roles/cicd/tasks/groovy.yml,0.0,30.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
2.0,3.0,0.11,0.0,0.0,0.0,0.0,no,1.0,5.71,archive/roles/cicd/defaults/main.yml,0.0,27.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,27.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
,2.0,0.25,0.0,0.0,0.0,0.0,no,2.0,3.73,playbooks/nagios/setup_nagios.yml,0.0,8.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,,,,,8.0,0.0,0.0,,,0.0,2.0,1.0,0.0,0.0,0.0,,21.0,,,,,,,2.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
4.0,16.0,0.29,0.0,0.0,0.0,0.0,no,2.0,6.42,roles/manage-gcp-infra/tasks/configure-registry-object-storage.yml,0.0,56.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,16.0,1.0,0.0,0.0,0.0,13.0,330.0,0.0,0.0,16.0,16.0,1.0,11.0,16.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
7.0,8.0,0.17,0.0,0.0,0.0,0.0,no,2.0,5.23,roles/manage-gcp-infra/tasks/add-dns-entries.yml,0.0,48.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,191.0,0.0,0.0,7.0,5.0,0.71,11.0,5.0,0.71,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
7.0,11.0,0.17,0.0,0.0,0.0,0.0,no,2.0,6.05,roles/manage-gcp-infra/tasks/cleanup.yml,0.0,63.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,7.0,275.0,0.0,0.0,10.0,8.0,0.8,14.0,8.0,0.8,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
4.0,3.0,0.21,0.0,0.0,0.0,0.0,no,2.0,4.85,roles/manage-aws-infra/tasks/process-cf-template.yml,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,45.0,2.0,0.5,4.0,2.0,0.5,6.0,2.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
2.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0,0.0,meta/main.yml,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
1.0,3.0,0.75,4.0,1.0,0.0,0.0,no,1.0,2.0,playbooks/openshift/end-to-end.yml,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
8.0,2.0,0.13,0.0,0.0,0.0,0.0,no,2.0,4.96,roles/cfme-ocp-provider/tasks/query_provider.yml,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,2.0,1.0,7.0,2.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
4.0,2.0,0.33,0.0,0.0,0.0,0.0,no,3.0,3.28,playbooks/openshift/gcp/post-install.yml,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.0,4.32,archive/roles/openshift-common/tasks/main.yml,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,1.0,1.0,1.0,12.0,1.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
6.0,2.0,0.18,0.0,0.0,0.0,0.0,no,2.0,4.02,archive/roles/cicd/tasks/maven.yml,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
3.0,1.0,0.14,1.0,0.14,0.0,0.0,no,2.0,3.81,playbooks/dns/config_dns_server.yml,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,2.0,0.15,0.0,0.0,1.0,1.0,no,2.0,4.37,roles/openshift-labels/tasks/main.yml,8.64,13.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,57.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,16.0,0.0,,,,,,,,,,,,
3.0,11.0,0.11,7.0,0.07,0.0,0.0,no,3.0,6.41,archive/playbooks/ose-provision.yml,0.0,97.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,102.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,310.0,5.0,0.38,13.0,8.0,0.62,2.0,8.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,11.0,0.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0
3.0,3.0,0.3,0.0,0.0,0.0,0.0,no,2.0,3.67,archive/roles/registry/handlers/main.yml,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,3.0,1.0,0.0,5.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
5.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.0,4.08,roles/openshift-management/tasks/prune-images.yml,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
2.0,20.0,0.23,41.0,0.47,0.0,0.0,no,3.0,5.49,roles/manage-aws-infra/defaults/main.yml,0.0,88.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,47.0,0.9,52.0,,,,0.0,0.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
,0.0,0.0,0.0,0.0,0.0,0.0,no,2.0,2.81,playbooks/openshift/aws/delete.yml,0.0,3.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,,,,,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,,,,,,0.0,0.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.0,2.0,archive/roles/openstack-create/defaults/main.yml,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,,,,,,,,,,,,
2.0,3.0,0.1,1.0,0.03,0.0,0.0,no,2.0,5.17,archive/playbooks/cicd-provision.yml,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,75.0,1.0,0.5,2.0,1.0,0.5,0.0,1.0,1.0,2018-08-01 09:24:50-06:00,efafefba6d069bbd2767ee32ccebda59dd4d2ef4,f93a0fc31ab77cd5b67bcc67f3e6b2c8a824da02,redhat-cop/casl-ansible,0.0,0.0,8.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0
