add,adev,atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,comm,ddev,defective,del,dpt_count,etp_count,exp,filepath,hcm_c1,hcm_cp,hcm_cu,hunk,loc_count,minor,nbeh_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nemd_count_relative,new_devs,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpp_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nmo_count,nnnv_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,nscm_count,nsh_count,ntkn_count,ntnn_count,ntnn_count_relative,nts_count,ntun_count,ntun_count_relative,ntvr_count,nun_count,nun_count_relative,oexp,own,repository,sha
0.0,1,5,5,0.22,3,0.13,3,1,no,0.0,3,4.87,378.52,tasks/ip-list.yml,0.0,0.0,0.0,0,23,0,0.0,0.0,0,8,0,2,0,0,0,0,1.0,0.17,0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,5,1.0,0,0.0,0,0,73,0,0.0,5,5,1.0,10,5,1.0,0.996,0.0057,nusenu/ansible-relayor,78583afe5f1453e6a8f7401926a0eba5bf729c13
0.0,1,5,6,0.22,4,0.15,19,1,no,0.0,2,5.68,2936.0,tasks/openbsd_install.yml,0.0,0.0,0.0,0,27,0,0.0,0.0,0,3,1,2,0,0,0,0,1.0,0.14,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,23,0,0,1,5,0,6,1.0,0,0.0,1,1,103,0,0.0,6,6,1.0,5,6,1.0,1.0,0.0545,nusenu/ansible-relayor,0a83abaf83b1f92ffc8b54b1ff64227900b38d45
0.0,1,6,11,0.18,1,0.02,21,1,no,0.0,2,6.15,4354.0,tasks/freebsd_install.yml,0.0,0.0,0.0,0,60,0,0.0,0.0,0,10,2,4,0,0,0,0,1.0,0.08,0,4,0.0,0.0,0,1,0,0,0,0,0,0,0,48,0,0,1,6,0,11,1.0,0,0.0,0,3,223,0,0.0,11,11,1.0,9,11,1.0,1.0,0.0264,nusenu/ansible-relayor,b94910d066d3d639c7732d139e75d3a013cd06cb
0.0,1,6,7,0.18,4,0.11,23,1,no,0.0,2,6.13,4354.0,tasks/apt_install.yml,0.0,0.0,0.0,0,38,0,0.0,0.0,0,5,0,1,0,0,0,0,2.0,0.25,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,1,0,2,6,0,5,1.0,0,0.0,0,0,106,1,0.17,6,5,0.83,7,5,1.0,1.0,0.034,nusenu/ansible-relayor,ca88ce2542fe98f8a0e9e5b82f0310540dde1d67
0.0,1,10,18,0.11,13,0.08,19,1,no,0.0,1,6.52,1927.0,tasks/configure.yml,0.0,0.0,0.0,0,161,0,0.0,0.0,0,26,0,10,0,0,0,0,25.0,0.64,0,5,0.0,0.0,0,1,0,0,0,0,0,0,0,77,0,3,11,4,0,14,1.0,0,0.0,0,3,456,0,0.0,14,14,1.0,15,14,1.0,1.0,0.2081,nusenu/ansible-relayor,44617d6949d8b6bf3e0ad200b6f158d7436a298a
0.0,1,4,2,0.25,2,0.25,1,1,no,0.0,1,4.03,1036.0,tasks/freebsd_install.yml,0.0,0.0,0.0,0,8,0,0.0,0.0,0,2,0,2,0,0,0,0,2.0,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,2,1.0,0,0.0,0,0,31,0,0.0,2,2,1.0,0,2,1.0,1.0,0.0125,nusenu/ansible-relayor,1fc2b6b4dc4fb9514a20161a1a52b698dab4c354
0.0,1,6,5,0.17,2,0.07,31,1,no,0.0,2,5.72,375.05,tasks/openbsd_prepare.yml,0.0,0.0,0.0,0,30,0,0.0,0.0,0,5,1,2,0,0,0,0,1.0,0.17,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,26,0,0,1,4,0,5,1.0,0,0.0,0,1,102,0,0.0,5,5,1.0,7,5,1.0,0.9959,0.034,nusenu/ansible-relayor,2246944bb39d793f20b5ebbafd786dc27dd0325b
0.0,1,6,5,0.17,0,0.0,31,1,no,0.0,2,5.16,378.52,tasks/freebsd_prepare.yml,0.0,0.0,0.0,0,29,0,0.0,0.0,0,4,0,2,0,0,0,0,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,29,0,0,0,2,0,8,1.0,0,0.0,0,2,99,0,0.0,5,5,1.0,4,8,1.0,0.996,0.0339,nusenu/ansible-relayor,cab894aa41c6d342b6ab716ea92a3d28c354a047
0.0,1,6,6,0.16,0,0.0,30,1,no,0.0,2,5.54,375.05,tasks/freebsd_prepare.yml,0.0,0.0,0.0,0,37,0,0.0,0.0,0,4,0,2,0,0,0,0,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,0,9,1.0,0,0.0,0,2,115,0,0.0,6,6,1.0,7,9,1.0,0.9959,0.033,nusenu/ansible-relayor,e58502e7b99758d1466ea93e4c12ff3ef5ab8dd5
0.0,0,6,6,0.16,0,0.0,0,2,no,0.0,2,5.38,0.0,tasks/freebsd_prepare.yml,3.4936,0.0193,0.0935,0,37,0,0.0,0.0,0,5,0,2,0,0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,37,0,0,0,3,0,9,1.0,0,0.0,0,2,115,0,0.0,6,6,1.0,5,9,1.0,0.0,0.0,nusenu/ansible-relayor,019844cf9ef417aa49cbc5d7bf08b01742a25019
