avg_play_size,avg_task_size,change_set_avg,change_set_max,code_churn,code_churn_avg,code_churn_max,commit,commits_count,committed_at,contributors,defective,filepath,highest_experience,lines_blank,lines_code,lines_comment,loc_added,loc_added_avg,loc_added_max,loc_removed,loc_removed_avg,loc_removed_max,median_hunks_count,minor_contributors,num_block_error_hanling,num_blocks,num_command_calls,num_conditions,num_decisions,num_deprecated_keywords,num_deprecated_modules,num_distinct_modules,num_external_modules,num_fact_modules,num_filters,num_ignore_errors,num_import_playbook,num_import_role,num_import_tasks,num_include,num_include_role,num_include_tasks,num_include_vars,num_keys,num_lookups,num_loops,num_math_operations,num_names_with_vars,num_plays,num_roles,num_sh_commands,num_suspicious_comments,num_tasks,num_tokens,num_unique_names,num_user_interaction,num_vars,path_when_added,repo,text_entropy,tokens
0.0,4.0,4.0,22.0,-21.0,-10.0,0.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,2.0,1522220811.0,2.0,no,roles/cni/tasks/main.yml,63.16,5.0,22.0,0.0,18.0,9.0,18.0,39.0,20.0,21.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,99.0,5.0,0.0,1.0,roles/cni/tasks/main.yml,kairen/kubeadm-ansible,5.23,name set fact network cni variabl set fact cni var network name creat kubernet addon directori file path network dir statedirectori name copi path yml file templat src path path dest network dir path name check path daemonset work shell kubectl kubeconfig kubeadmin config get allnamespac grep path deleg group master run regist check net ignor error name creat path network daemonset check netfail shell kubectl creat kubeconfig kubeadmin config network dir path deleg group master run
0.0,8.0,4.0,22.0,4.0,4.0,4.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,1.0,1522220811.0,1.0,no,roles/kubernetes/master/meta/main.yml,100.0,0.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,roles/kubernetes/master/meta/main.yml,kairen/kubeadm-ansible,3.12,depend role commonsoscheck role commonspreinstal pkg kubectl kubelet kubernetescni kubeadm
0.0,5.0,4.0,22.0,-2.0,-1.0,1.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,3.0,1522220811.0,1.0,no,roles/kubernetes/node/tasks/main.yml,100.0,3.0,18.0,0.0,7.0,2.0,5.0,9.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,50.0,4.0,0.0,3.0,roles/node/tasks/main.yml,kairen/kubeadm-ansible,5.05,name reset kubernet compon shell kubeadm reset regist reset cluster name join kubernet cluster reset clustersucceed shell kubeadm join skippreflightcheck token token group master discoverytokenunsafeskipcaverif regist join cluster name enabl restart kubelet engin systemd name kubelet daemon reload ye state restart enabl ye regist start kubelet
0.0,5.0,4.0,22.0,9.0,3.0,7.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,3.0,1522220811.0,3.0,no,roles/commons/os-checker/tasks/main.yml,77.78,6.0,32.0,1.0,9.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,109.0,4.0,0.0,2.0,roles/common/tasks/main.yml,kairen/kubeadm-ansible,5.01,name get version etcosreleas ansibl famili defin raw grep version etcosreleas sed sversion regist version chang name get distro name etcosreleas ansibl famili defin raw grep name etcosreleas sed sname regist distro chang name set fact ansibl famili var debian ansibl famili defin debian path set fact ansibl famili debian name set fact ansibl famili var debian ansibl famili defin ubuntu path set fact ansibl famili debian name set fact ansibl famili var red hat ansibl famili defin cent path set fact ansibl famili red hat name overrid config file directori debian ansibl famili debian set fact system env dir etcdefault
0.0,5.0,4.0,22.0,-13.0,-3.0,9.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,5.0,1522220811.0,2.0,no,roles/commons/pre-install/tasks/main.yml,68.97,6.0,26.0,2.0,37.0,7.0,18.0,50.0,10.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,83.0,10.0,0.0,0.0,roles/kubernetes/tasks/main.yml,kairen/kubeadm-ansible,5.69,name instal kubernet packag includ task path name disabl system swap shell swapoff name remov current swap fstab lineinfil dest etcfstab regexp line backref ye state present name disabl swappi pass bridg ipv traffic iptabl chain sysctl name path valu path state present item name path valu name path valu name copi kubeadm conf dropin directori templat path path name reload kubelet daemon systemd name kubelet daemon reload ye enabl ye
0.0,1.0,4.0,22.0,3.0,3.0,3.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,1.0,1522220811.0,1.0,no,roles/docker/defaults/main.yml,100.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,roles/docker/defaults/main.yml,kairen/kubeadm-ansible,1.0,docker version
0.0,7.0,4.0,22.0,4.0,4.0,4.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,1.0,1522220811.0,1.0,no,roles/kubernetes/node/meta/main.yml,100.0,0.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,roles/kubernetes/meta/main.yml,kairen/kubeadm-ansible,2.95,depend role commonsoscheck role commonspreinstal pkg kubelet kubernetescni kubeadm
0.0,8.0,4.0,22.0,10.0,2.0,7.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,4.0,1522220811.0,2.0,no,roles/cni/defaults/main.yml,87.5,1.0,8.0,0.0,13.0,3.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,roles/cni/defaults/main.yml,kairen/kubeadm-ansible,2.75,flannel name flannel templat path calico name calico templat path
0.0,2.0,4.0,22.0,0.0,0.0,0.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,1.0,1522220811.0,1.0,no,roles/docker/meta/main.yml,100.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,roles/docker/meta/main.yml,kairen/kubeadm-ansible,1.58,depend role commonsoscheck
0.0,5.0,4.0,22.0,0.0,0.0,0.0,382a9f9fd62d58704340a454e7f7c248e5e4913d,0.0,1522220811.0,0.0,no,roles/addon/tasks/main.yml,0.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,139.0,7.0,0.0,3.0,roles/addon/tasks/main.yml,kairen/kubeadm-ansible,5.42,name creat kubernet addon directori file path kube addon dir statedirectori name copi kubernet dashboard rbac yml file templat path dest kube addon dir path name copi kubernet dashboard yml file templat path dest kube addon dir path name check kubernet dashboard role alreadi exist shell kubectl kubeconfig kubeadmin config get clusterrolebind grep kubernetesdashboard deleg group master run regist check role ignor error name creat kubernet dashboard role check rolefail shell kubectl creat kubeconfig kubeadmin config kube addon dir path deleg group master run regist creat role name check kubernet dashboard work shell kubectl kubeconfig kubeadmin config get allnamespac grep kubernetesdashboard deleg group master run regist check dash ignor error name creat kubernet dashboard deploy check dashfail shell kubectl creat kubeconfig kubeadmin config kube addon dir path deleg group master run
