added_loc,atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,commit_hunks_count,commit_sha,commits_count,contributors_count,defective,dpt_count,etp_count,file_sha,filepath,highest_experience,loc_count,median_hunks_count,minor_contributors_count,nbeh_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpp_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nmo_count,nnnv_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,norm_added_loc,norm_removed_loc,nscm_count,nsh_count,ntkn_count,ntnn_count,ntnn_count_relative,nts_count,ntun_count,ntun_count_relative,ntvr_count,nun_count,nun_count_relative,release,removed_loc,repository,total_added_loc,total_removed_loc,apls_count,niu_count,npl_count,npnn_count,npnn_count_relative,npun_count,npun_count_relative,npvr_count,nrgv_count,nrl_count,nrvr_count,nvr_count,release_ends_at,release_starts_at
0.0,3.0,5.0,0.38,0.0,0.0,0.0,ec4de12ae75f7191a5f71aa775e0344679ea1477,0.0,0.0,no,1.0,4.94,03c6b8217beb504b787aed8744f319374605454b,tasks/mms-agent.yml,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,5.0,5.0,1.0,4.0,5.0,1.0,,0.0,UnderGreen/ansible-role-mongodb,0.0,0.0,,,,,,,,,,,,,,
0.0,12.0,2.0,0.08,0.0,0.0,0.0,ec4de12ae75f7191a5f71aa775e0344679ea1477,0.0,0.0,no,2.0,4.37,619b33592ce3b6737bf76cf92768bb97a5f4dbaf,tasks/replication.yml,0.0,24.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,2.0,2.0,1.0,9.0,2.0,1.0,,0.0,UnderGreen/ansible-role-mongodb,0.0,0.0,,,,,,,,,,,,,,
0.0,2.0,2.0,0.12,0.0,0.0,0.0,ec4de12ae75f7191a5f71aa775e0344679ea1477,0.0,0.0,no,3.0,4.83,069fdccd88032ff4a1b1dc975533d8f15d5a3fcf,meta/main.yml,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,,0.0,UnderGreen/ansible-role-mongodb,0.0,0.0,,,,,,,,,,,,,,
0.0,2.0,4.0,0.44,0.0,0.0,0.0,ec4de12ae75f7191a5f71aa775e0344679ea1477,0.0,0.0,no,1.0,4.16,5d9f5278cd5087e4a89f3353555e747d8691d1ef,handlers/main.yml,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,1.0,,0.0,UnderGreen/ansible-role-mongodb,0.0,0.0,,,,,,,,,,,,,,
0.0,5.0,4.0,0.2,2.0,0.1,0.0,c0a575a4d0d5cd8c461b6388abf28ee3a245fd42,0.0,0.0,yes,2.0,5.55,63ac61ba0eb1469da4db8bef429232eeab4fef3e,tasks/cloudsight_setup.yml,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,4.0,4.0,1.0,3.0,5.0,1.0,75580f72159e180dd1e97bbcf5870293a9ee5e36,0.0,threatstack/threatstack-ansible,0.0,0.0,,,,,,,,,,,,,,
0.0,5.0,3.0,0.16,0.0,0.0,0.0,c0a575a4d0d5cd8c461b6388abf28ee3a245fd42,0.0,0.0,no,2.0,4.95,eb80403d68abf0500b7e865c46f6732607cab6ba,tasks/apt_install.yml,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,4.0,4.0,1.0,2.0,6.0,1.0,,0.0,threatstack/threatstack-ansible,0.0,0.0,,,,,,,,,,,,,,
0.0,3.0,4.0,0.36,1.0,0.09,0.0,c0a575a4d0d5cd8c461b6388abf28ee3a245fd42,0.0,0.0,no,1.0,5.03,781840667532d973848f84c809e88c1cd7f76f0e,tasks/main.yml,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,1.0,,0.0,threatstack/threatstack-ansible,0.0,0.0,,,,,,,,,,,,,,
0.0,6.0,2.0,0.12,0.0,0.0,0.0,c0a575a4d0d5cd8c461b6388abf28ee3a245fd42,0.0,0.0,no,2.0,4.87,5ba34d88d17662d0943f265bb3e67c9518d8a01a,tasks/yum_install.yml,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,1.0,,0.0,threatstack/threatstack-ansible,0.0,0.0,,,,,,,,,,,,,,
0.0,2.0,0.0,0.0,0.0,0.0,0.0,c0a575a4d0d5cd8c461b6388abf28ee3a245fd42,0.0,0.0,no,3.0,5.53,fab6acee1e0766b79e297871d39291cd1b7b4a28,meta/main.yml,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,,0.0,threatstack/threatstack-ansible,0.0,0.0,,,,,,,,,,,,,,
0.0,2.0,0.0,0.0,0.0,0.0,0.0,c0a575a4d0d5cd8c461b6388abf28ee3a245fd42,0.0,0.0,no,1.0,2.58,8886fdec280fc878e565b084d2474a605d368cc5,handlers/main.yml,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,threatstack/threatstack-ansible,0.0,0.0,,,,,,,,,,,,,,
0.0,4.0,6.0,0.23,3.0,0.12,0.0,7f02cba4441b5367d6916857c9b41f3abae915db,0.0,0.0,yes,3.0,5.33,b20efbd690546040b3e22815e99c78e88a9dcb65,tasks/ip-list.yml,0.0,26.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,2.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,6.0,6.0,1.0,10.0,6.0,1.0,9f2f1160c4dc3fea2f6e81e42ba8a6254ef093db,0.0,nusenu/ansible-relayor,0.0,0.0,,,,,,,,,,,,,,
0.0,6.0,10.0,0.22,12.0,0.26,0.0,7f02cba4441b5367d6916857c9b41f3abae915db,0.0,0.0,no,2.0,5.95,b837956bb9cb84bdbeff0285fd6c3c4a3c5f7b2e,tasks/apt_prepare.yml,0.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,7.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,0.12,8.0,7.0,0.88,4.0,8.0,1.0,,0.0,nusenu/ansible-relayor,0.0,0.0,,,,,,,,,,,,,,
0.0,11.0,23.0,0.09,7.0,0.03,0.0,7f02cba4441b5367d6916857c9b41f3abae915db,0.0,0.0,no,2.0,7.11,1b1263356bc2fd32d11d77c7fc6dd2cade8d5b06,tasks/configure.yml,0.0,247.0,0.0,0.0,0.0,0.0,0.0,79.0,2.0,8.0,1.0,3.0,0.0,0.0,16.0,0.41,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,7.0,16.0,10.0,0.0,23.0,0.96,1.0,0.04,0.0,0.0,0.0,3.0,947.0,0.0,0.0,23.0,23.0,1.0,23.0,24.0,1.0,,0.0,nusenu/ansible-relayor,0.0,0.0,,,,,,,,,,,,,,
